n = 104
60 85 -0.215859030837004;
60 89 0.8984375;
60 96 0.953379953379953;
60 97 0.919230769230769;
60 99 0.943775100401606;
60 100 -0.259541984732824;
60 102 0.983471074380165;
60 103 0.968253968253968;
61 62 0.942796610169492;
61 63 0.931477516059957;
61 64 0.923868312757202;
61 65 0.941422594142259;
61 66 0.889370932754881;
61 67 0.889352818371608;
61 68 0.795652173913043;
61 69 0.768267223382046;
61 70 0.750599520383693;
61 71 -0.18125;
61 74 0.950920245398773;
61 75 0.948936170212766;
61 76 0.923809523809524;
61 77 0.95;
61 83 -0.257510729613734;
61 85 -0.260340632603406;
61 89 0.892241379310345;
61 96 0.932114882506527;
61 97 0.927813163481953;
61 99 0.943396226415094;
61 100 -0.218487394957983;
61 102 0.963302752293578;
61 103 0.9;
62 63 0.902777777777778;
62 64 0.917624521072797;
62 65 0.93909626719057;
62 66 0.875502008032129;
62 67 0.9;
62 68 0.758130081300813;
62 69 0.729571984435798;
62 70 0.720779220779221;
62 74 0.942307692307692;
62 75 0.942687747035573;
62 76 0.9;
62 77 0.921875;
62 83 -0.224032586558045;
62 85 -0.2;
62 89 0.904471544715447;
62 96 0.958937198067633;
62 97 0.914851485148515;
62 99 0.941908713692946;
62 100 -0.25;
62 102 1;
62 103 0.966666666666667;
63 64 0.915547024952015;
63 65 0.90138067061144;
63 66 0.875;
63 67 0.883858267716535;
63 68 0.783838383838384;
63 69 0.74236641221374;
63 70 0.743478260869565;
63 74 0.919540229885057;
63 75 0.905432595573441;
63 76 0.911111111111111;
63 77 0.940944881889764;
63 83 -0.202453987730061;
63 85 -0.208520179372197;
63 89 0.903353057199211;
63 96 0.887530562347188;
63 97 0.918;
63 99 0.93859649122807;
63 100 -0.245901639344262;
63 102 0.853448275862069;
63 103 0.696428571428571;
64 65 0.91047619047619;
64 66 0.923679060665362;
64 67 0.908221797323136;
64 68 0.757874015748031;
64 69 0.743879472693032;
64 70 0.723175965665236;
64 71 -0.163841807909605;
64 74 0.920074349442379;
64 75 0.932170542635659;
64 76 0.963597430406852;
64 77 0.945945945945946;
64 83 -0.227272727272727;
64 85 -0.222222222222222;
64 89 0.948818897637795;
64 96 0.916279069767442;
64 97 0.963391136801541;
64 99 0.968;
64 100 -0.24812030075188;
64 102 0.853658536585366;
64 103 0.692307692307692;
65 66 0.877755511022044;
65 67 0.888888888888889;
65 68 0.754563894523327;
65 69 0.727799227799228;
65 70 0.720264317180617;
65 74 0.952198852772467;
65 75 0.948616600790514;
65 76 0.905077262693157;
65 77 0.948616600790514;
65 83 -0.241035856573705;
65 85 -0.203579418344519;
65 89 0.896414342629482;
65 96 0.932853717026379;
65 97 0.91304347826087;
65 99 0.95850622406639;
65 100 -0.24031007751938;
65 102 0.966386554621849;
65 103 0.96875;
66 67 0.875494071146245;
66 68 0.73630831643002;
66 69 0.71031746031746;
66 70 0.685649202733485;
66 74 0.889105058365759;
66 75 0.915831663326653;
66 76 0.946666666666667;
66 77 0.947791164658635;
66 83 -0.203285420944559;
66 85 -0.209302325581395;
66 89 0.923868312757202;
66 96 0.861985472154964;
66 97 0.943434343434343;
66 99 0.894736842105263;
66 100 -0.305785123966942;
66 102 0.747899159663866;
66 103 0.60655737704918;
67 68 0.751491053677932;
67 69 0.71868978805395;
67 70 0.707692307692308;
67 74 0.915413533834586;
67 75 0.919291338582677;
67 76 0.906183368869936;
67 77 0.953667953667954;
67 83 -0.19758064516129;
67 85 -0.191343963553531;
67 89 0.892857142857143;
67 96 0.892086330935252;
67 97 0.923379174852652;
67 99 0.920634920634921;
67 100 -0.241935483870968;
67 102 0.934959349593496;
67 103 0.846153846153846;
68 69 0.914;
68 70 0.891891891891892;
68 71 -0.163265306122449;
68 74 0.773622047244094;
68 75 0.775510204081633;
68 76 0.766292134831461;
68 77 0.782101167315175;
68 83 -0.185416666666667;
68 85 -0.195754716981132;
68 89 0.74321503131524;
68 96 0.742014742014742;
68 97 0.787755102040816;
68 99 0.725738396624473;
68 102 0.683333333333333;
68 103 0.815384615384615;
69 70 0.894168466522678;
69 71 -0.179487179487179;
69 74 0.753295668549906;
69 75 0.746561886051081;
69 76 0.751619870410367;
69 77 0.76078431372549;
69 83 -0.171656686626747;
69 85 -0.181818181818182;
69 89 0.721789883268482;
69 96 0.713947990543735;
69 97 0.740234375;
69 99 0.688;
69 102 0.603305785123967;
69 103 0.827586206896552;
70 71 -0.16403785488959;
70 74 0.737634408602151;
70 75 0.727272727272727;
70 76 0.729857819905213;
70 77 0.755102040816326;
70 83 -0.207289293849658;
70 85 -0.207161125319693;
70 89 0.693181818181818;
70 96 0.71025641025641;
70 97 0.72234273318872;
70 99 0.672043010752688;
70 102 0.633928571428571;
70 103 0.788461538461538;
71 72 0.734285714285714;
71 73 0.721448467966574;
71 83 0.642201834862385;
71 84 0.756329113924051;
71 85 0.65;
72 73 0.734615384615385;
72 83 0.58433734939759;
72 84 0.759061833688699;
72 85 0.613839285714286;
72 100 0.6171875;
73 83 0.614770459081836;
73 84 0.793319415448852;
73 85 0.617117117117117;
73 100 0.706349206349206;
73 102 -0.310344827586207;
73 103 -0.353846153846154;
74 75 0.965116279069767;
74 76 0.925847457627119;
74 77 0.961089494163424;
74 83 -0.244094488188976;
74 85 -0.213333333333333;
74 89 0.912790697674419;
74 96 0.951048951048951;
74 97 0.932562620423892;
74 99 0.964426877470356;
74 100 -0.26865671641791;
74 102 1;
74 103 0.969230769230769;
75 76 0.950892857142857;
75 77 0.975308641975309;
75 83 -0.225872689938398;
75 85 -0.188636363636364;
75 89 0.924335378323108;
75 96 0.949275362318841;
75 97 0.957915831663327;
75 99 0.971311475409836;
75 100 -0.255813953488372;
75 102 0.975609756097561;
75 103 0.923076923076923;
76 77 0.970588235294118;
76 83 -0.175;
76 85 -0.171428571428571;
76 89 0.95067264573991;
76 96 0.901041666666667;
76 97 0.988839285714286;
76 99 0.966824644549763;
76 100 -0.211009174311927;
76 102 0.831775700934579;
76 103 0.6875;
77 89 0.931034482758621;
77 96 0.927461139896373;
77 97 0.980916030534351;
77 99 1;
78 79 0.949152542372881;
78 80 0.739224137931034;
78 81 0.724665391969407;
78 82 0.666666666666667;
78 86 0.95;
78 87 0.786223277909739;
78 88 0.728846153846154;
78 90 0.945533769063181;
78 91 0.931818181818182;
78 92 0.773584905660377;
78 93 0.941060903732809;
78 94 0.957894736842105;
78 95 0.956521739130435;
78 98 0.732283464566929;
78 101 0.720720720720721;
79 80 0.763636363636364;
79 81 0.763102725366876;
79 82 0.705882352941177;
79 86 0.9375;
79 87 0.801007556675063;
79 88 0.779411764705882;
79 90 0.940047961630695;
79 91 0.927272727272727;
79 92 0.788154897494305;
79 93 0.944206008583691;
79 94 0.943946188340807;
79 95 0.942430703624733;
79 98 0.772340425531915;
79 101 0.79047619047619;
80 81 0.963983050847458;
80 82 0.908847184986595;
80 86 0.742718446601942;
80 87 0.986486486486487;
80 88 0.963829787234043;
80 90 0.720982142857143;
80 91 0.71889400921659;
80 92 0.97906976744186;
80 93 0.743478260869565;
80 94 0.771634615384615;
80 95 0.740492170022371;
80 98 0.960698689956332;
80 101 0.983050847457627;
81 82 0.913145539906103;
81 86 0.73661670235546;
81 87 0.978823529411765;
81 88 0.96958174904943;
81 90 0.708423326133909;
81 91 0.716297786720322;
81 92 0.977225672877847;
81 93 0.745631067961165;
81 94 0.754273504273504;
81 95 0.728174603174603;
81 98 0.963035019455253;
81 101 0.956896551724138;
82 86 0.688144329896907;
82 87 0.945355191256831;
82 88 0.935714285714286;
82 90 0.642857142857143;
82 91 0.665071770334928;
82 92 0.947368421052632;
82 93 0.682926829268293;
82 94 0.676092544987147;
82 95 0.652582159624413;
82 98 0.910628019323672;
82 101 0.964285714285714;
83 84 0.634573304157549;
83 85 0.753488372093023;
83 89 -0.187372708757637;
83 96 -0.230769230769231;
83 97 -0.218367346938776;
83 100 0.666666666666667;
83 102 -0.3671875;
83 103 -0.461538461538462;
84 85 0.6256038647343;
84 100 0.738095238095238;
84 102 -0.342105263157895;
84 103 -0.362068965517241;
85 89 -0.180365296803653;
85 96 -0.191977077363897;
85 97 -0.230232558139535;
85 100 0.647058823529412;
86 87 0.821705426356589;
86 88 0.73773987206823;
86 90 0.947761194029851;
86 91 0.932017543859649;
86 92 0.781176470588235;
86 93 0.944444444444444;
86 94 0.94392523364486;
86 95 0.934090909090909;
86 98 0.74617067833698;
86 101 0.743801652892562;
87 88 0.985714285714286;
87 90 0.777472527472527;
87 91 0.788834951456311;
87 92 0.981609195402299;
87 93 0.805352798053528;
87 94 0.799479166666667;
87 95 0.772511848341232;
87 98 0.965936739659367;
87 101 0.982608695652174;
88 90 0.714596949891068;
88 91 0.718685831622177;
88 92 0.973084886128364;
88 93 0.749034749034749;
88 94 0.756929637526652;
88 95 0.736526946107784;
88 98 0.963178294573643;
88 101 0.983193277310924;
89 96 0.9125;
89 97 0.961538461538462;
89 99 0.941422594142259;
89 100 -0.238805970149254;
89 102 0.838709677419355;
89 103 0.714285714285714;
90 91 0.941037735849057;
90 92 0.753588516746411;
90 93 0.946784922394678;
90 94 0.941463414634146;
90 95 0.943181818181818;
90 98 0.71840354767184;
90 101 0.641791044776119;
91 92 0.755605381165919;
91 93 0.937369519832985;
91 94 0.925754060324826;
91 95 0.924242424242424;
91 98 0.722689075630252;
91 101 0.745762711864407;
92 93 0.780126849894292;
92 94 0.800936768149883;
92 95 0.77292576419214;
92 98 0.966029723991507;
92 101 0.983333333333333;
93 94 0.931034482758621;
93 95 0.941056910569106;
93 98 0.748015873015873;
93 101 0.715596330275229;
94 95 0.944325481798715;
94 98 0.751633986928105;
94 101 0.719298245614035;
95 98 0.733197556008147;
95 101 0.717948717948718;
96 97 0.907142857142857;
96 99 0.937777777777778;
96 100 -0.259259259259259;
96 102 1;
96 103 0.969230769230769;
97 99 0.975;
97 100 -0.253731343283582;
97 102 0.854838709677419;
97 103 0.672131147540984;
98 101 0.983050847457627;
99 102 0.945945945945946;
99 103 0.909090909090909;
100 102 -0.288;
100 103 -0.370967741935484;
102 103 0.969230769230769]
